order_id,customer_id,order_date,product_id,quantity,price,payment_type,status
4696,1349,2023-09-10,132,1,287.89,Debit Card,Delivered
4697,1158,2024-06-20,261,5,3507.85,UPI,Delivered
4698,1621,2024-01-06,264,2,2140.48,Debit Card,Delivered
4699,1749,2025-07-18,326,1,1006.56,Net Banking,Delivered
4700,293,2023-11-02,494,2,1827.96,Debit Card,Delivered
4701,1862,2024-11-08,208,3,1016.43,Debit Card,Returned
4702,2613,2024-03-25,333,2,2071.84,Net Banking,Delivered
4703,223,2024-07-27,319,3,3933.27,Debit Card,Delivered
4704,2649,2024-01-06,316,2,1422.58,Net Banking,Returned
4705,2099,2025-03-01,91,5,2173.0,Credit Card,Delivered
4706,824,2024-08-11,481,3,1622.64,Debit Card,Delivered
4707,2290,2024-08-17,377,5,1465.25,UPI,Delivered
4708,2326,2024-12-16,97,1,715.87,Credit Card,Returned
4709,1727,2023-12-29,410,1,319.5,UPI,Delivered
4710,411,2025-05-25,302,1,580.5,UPI,Delivered
4711,2837,2023-10-21,118,4,5087.88,Net Banking,Delivered
4712,303,2024-04-21,5,2,1342.98,Credit Card,Delivered
4713,2356,2024-10-15,479,3,3813.48,Net Banking,Delivered
4714,2090,2024-08-10,209,3,2538.39,Net Banking,Delivered
4715,777,2024-04-30,452,3,770.34,Credit Card,Returned
4716,2223,2024-07-06,3,2,1238.36,Debit Card,Delivered
4717,2278,2025-01-19,406,3,3125.61,Net Banking,Delivered
4718,929,2025-07-02,136,2,1708.72,Credit Card,Delivered
4719,355,2023-11-22,7,4,1105.0,Credit Card,Delivered
4720,657,2024-10-30,304,1,281.88,Debit Card,Delivered
4721,424,2025-06-26,364,2,551.98,UPI,Delivered
4722,2962,2025-01-17,372,4,2940.68,Net Banking,Delivered
4723,2426,2024-12-21,255,1,442.15,Debit Card,Delivered
4724,504,2023-11-12,388,1,1025.73,Net Banking,Delivered
4725,669,2024-12-16,295,5,1718.45,Credit Card,Delivered
4726,2071,2024-06-26,255,1,442.15,UPI,Delivered
4727,663,2024-01-18,128,2,870.5,Debit Card,Delivered
4728,1255,2023-10-10,119,2,988.56,UPI,Delivered
4729,2669,2024-08-19,483,5,5972.75,Debit Card,Delivered
4730,2186,2024-05-21,296,2,594.74,UPI,Delivered
4731,2489,2024-09-27,231,5,2080.95,Debit Card,Delivered
4732,747,2025-03-13,372,1,735.17,Credit Card,Delivered
4733,527,2025-02-17,408,5,6842.4,Debit Card,Returned
4734,2311,2023-12-29,62,5,4479.1,Net Banking,Delivered
4735,1860,2025-01-22,96,4,788.24,Credit Card,Delivered
4736,1261,2023-08-19,124,2,1320.48,Credit Card,Delivered
4737,1206,2023-11-04,378,4,1244.6,Net Banking,Delivered
4738,1267,2024-10-01,289,5,6049.65,Net Banking,Returned
4739,949,2025-04-25,14,4,639.24,Debit Card,Delivered
4740,971,2023-09-27,93,4,756.76,Debit Card,Delivered
4741,1092,2024-04-03,373,1,285.86,Net Banking,Delivered
4742,1619,2024-09-27,105,2,2122.22,UPI,Delivered
4743,2829,2024-05-02,271,1,1185.94,UPI,Delivered
4744,1973,2025-07-05,237,2,301.54,Credit Card,Delivered
4745,1479,2025-01-18,92,5,2418.5,Debit Card,Delivered
4746,1788,2024-12-16,77,3,3616.08,Net Banking,Delivered
4747,1033,2024-03-13,174,4,4573.64,UPI,Delivered
4748,181,2024-12-01,19,4,5517.92,Net Banking,Delivered
4749,2520,2023-11-25,391,3,4089.78,UPI,Delivered
4750,777,2025-04-19,191,4,3103.64,UPI,Delivered
4751,1131,2024-01-13,58,3,1088.79,Debit Card,Delivered
4752,136,2024-01-13,394,3,2216.79,UPI,Delivered
4753,1035,2023-12-03,136,1,854.36,Debit Card,Delivered
4754,222,2024-03-10,167,5,3480.75,Debit Card,Returned
4755,720,2023-09-29,300,5,2150.0,Credit Card,Delivered
4756,929,2024-05-07,334,2,1918.98,Net Banking,Delivered
4757,1879,2025-05-14,93,1,189.19,Net Banking,Delivered
4758,693,2025-02-11,89,1,1108.17,Credit Card,Delivered
4759,149,2024-05-05,70,2,1201.16,UPI,Delivered
4760,1295,2023-09-12,95,3,2894.34,Net Banking,Delivered
4761,2689,2024-09-20,85,3,2382.06,Credit Card,Delivered
4762,2720,2024-04-15,365,2,806.32,Debit Card,Returned
4763,594,2024-11-18,360,1,125.52,Debit Card,Delivered
4764,1490,2025-02-13,432,5,1270.95,UPI,Delivered
4765,517,2024-02-03,1,1,760.46,Credit Card,Delivered
4766,2824,2024-09-10,72,1,428.11,Debit Card,Delivered
4767,2473,2024-01-29,99,4,3421.76,Net Banking,Delivered
4768,528,2024-10-15,279,4,4077.6,Debit Card,Delivered
4769,1416,2024-06-21,484,5,3717.75,Net Banking,Returned
4770,645,2025-03-31,459,1,508.96,Debit Card,Delivered
4771,1477,2024-05-18,272,2,526.9,UPI,Delivered
4772,474,2023-08-08,184,5,4756.4,Credit Card,Delivered
4773,1844,2024-07-17,235,2,1843.96,UPI,Delivered
4774,2454,2025-06-27,372,3,2205.51,Credit Card,Returned
4775,536,2023-12-29,297,3,3676.32,Credit Card,Delivered
4776,528,2024-03-09,284,1,686.88,Credit Card,Delivered
4777,1033,2024-03-03,6,4,1399.32,Debit Card,Delivered
4778,2602,2025-03-29,431,5,4652.85,Net Banking,Delivered
4779,1111,2024-05-14,150,5,3038.1,Net Banking,Delivered
4780,1128,2025-05-08,185,1,824.39,Debit Card,Delivered
4781,2619,2024-07-20,52,1,1047.16,Net Banking,Delivered
4782,2320,2025-01-21,135,4,3906.16,UPI,Returned
4783,2165,2024-02-03,163,1,296.53,Credit Card,Delivered
4784,727,2024-05-17,59,1,1042.99,UPI,Delivered
4785,2092,2023-12-05,465,5,2721.2,Debit Card,Returned
4786,1662,2025-02-04,469,3,2008.5,Net Banking,Delivered
4787,326,2023-10-24,341,1,1203.72,Net Banking,Delivered
4788,528,2024-04-14,144,4,5174.88,Net Banking,Returned
4789,2914,2025-02-17,283,5,5782.4,UPI,Delivered
4790,372,2024-11-23,45,3,1441.38,Debit Card,Delivered
4791,2643,2024-10-07,354,2,1159.12,Debit Card,Delivered
4792,1227,2024-04-23,265,5,1225.45,UPI,Delivered
4793,2167,2024-09-16,37,2,690.12,UPI,Delivered
4794,1951,2024-02-26,125,1,224.62,Debit Card,Delivered
4795,382,2024-12-07,163,5,1482.65,Net Banking,Delivered
4796,2600,2023-09-22,464,4,2564.16,Credit Card,Delivered
4797,1122,2025-07-05,319,5,6555.45,Debit Card,Delivered
4798,1525,2024-11-19,440,2,708.26,Net Banking,Delivered
4799,1034,2024-08-02,413,2,909.82,UPI,Delivered
4800,2554,2024-02-13,312,2,2018.62,Credit Card,Delivered
4801,614,2025-02-15,79,5,1197.85,Debit Card,Delivered
4802,2403,2025-07-13,476,5,735.25,Credit Card,Delivered
4803,2845,2025-07-07,62,4,3583.28,Net Banking,Delivered
4804,2437,2025-07-11,339,3,540.39,Debit Card,Delivered
4805,2246,2024-11-05,372,4,2940.68,UPI,Delivered
4806,1711,2023-10-18,38,5,842.3,Net Banking,Delivered
4807,9,2024-06-14,56,4,2705.12,UPI,Delivered
4808,968,2023-09-08,94,5,3127.4,Debit Card,Delivered
4809,2078,2024-06-28,458,3,3320.19,UPI,Delivered
4810,2396,2023-07-23,202,4,1215.84,Net Banking,Delivered
4811,769,2024-04-07,199,3,1002.24,Net Banking,Delivered
4812,1294,2023-07-31,82,5,4922.4,Debit Card,Delivered
4813,2933,2023-11-23,221,1,932.04,UPI,Delivered
4814,2556,2025-06-17,327,2,2292.42,Debit Card,Delivered
4815,1770,2023-11-26,303,4,1201.04,UPI,Delivered
4816,1213,2023-09-18,424,1,421.28,Debit Card,Delivered
4817,1928,2024-08-22,126,1,849.29,UPI,Delivered
4818,1568,2024-12-18,314,1,614.11,UPI,Delivered
4819,1247,2023-10-02,12,5,680.85,Net Banking,Delivered
4820,1266,2024-05-30,145,4,931.88,Net Banking,Delivered
4821,2882,2024-10-01,456,1,326.24,UPI,Delivered
4822,1906,2024-09-21,230,2,1996.6,Debit Card,Returned
4823,1560,2023-09-14,22,3,2755.92,UPI,Delivered
4824,1382,2024-12-03,476,1,147.05,Net Banking,Returned
4825,2112,2025-04-28,96,1,197.06,Debit Card,Delivered
4826,2058,2024-02-28,444,5,934.85,Net Banking,Delivered
4827,1600,2025-06-12,233,1,174.39,UPI,Delivered
4828,1642,2023-10-05,196,5,2122.4,Debit Card,Delivered
4829,2488,2024-01-14,82,2,1968.96,Net Banking,Delivered
4830,365,2025-03-23,67,1,828.93,Credit Card,Delivered
4831,2210,2025-03-04,381,2,1681.84,Credit Card,Delivered
4832,589,2024-03-09,386,1,314.35,Credit Card,Delivered
4833,2554,2025-05-01,499,2,807.26,UPI,Returned
4834,1704,2024-02-18,428,3,3719.31,Net Banking,Delivered
4835,2868,2024-12-20,415,5,4044.5,Debit Card,Delivered
4836,775,2024-07-27,239,2,391.3,Net Banking,Delivered
4837,2925,2024-05-16,125,1,224.62,UPI,Delivered
4838,1761,2025-01-13,160,2,1522.12,Debit Card,Delivered
4839,1001,2025-06-10,395,3,1656.96,Credit Card,Delivered
4840,2050,2023-09-04,74,4,2996.84,Net Banking,Returned
4841,1776,2025-01-18,493,5,5802.25,UPI,Delivered
4842,44,2024-10-21,426,4,2267.24,Debit Card,Delivered
4843,2799,2024-02-04,40,2,647.64,UPI,Delivered
4844,826,2025-04-15,95,3,2894.34,Credit Card,Delivered
4845,2583,2024-09-29,446,4,5079.72,Net Banking,Delivered
4846,2182,2023-12-25,218,3,3484.17,UPI,Delivered
4847,920,2025-01-10,301,2,1549.4,Debit Card,Delivered
4848,2612,2024-08-02,201,3,2709.36,Debit Card,Delivered
4849,2931,2025-04-10,161,2,497.1,Credit Card,Delivered
4850,1842,2024-07-04,455,3,1181.7,Credit Card,Delivered
4851,875,2024-02-29,240,3,4071.78,UPI,Delivered
4852,65,2023-08-10,461,1,917.48,Debit Card,Delivered
4853,1905,2025-02-11,445,3,1305.84,Debit Card,Delivered
4854,582,2023-10-28,115,5,5748.1,Credit Card,Delivered
4855,605,2024-10-22,382,4,3083.24,UPI,Delivered
4856,2734,2025-04-10,171,1,774.69,Debit Card,Delivered
4857,1901,2025-01-29,239,4,782.6,Credit Card,Delivered
4858,2587,2025-05-18,160,3,2283.18,Debit Card,Returned
4859,2180,2023-10-26,389,4,1761.16,Net Banking,Delivered
4860,245,2024-09-09,395,4,2209.28,Net Banking,Delivered
4861,2924,2024-05-30,2,3,3085.65,Debit Card,Delivered
4862,473,2024-03-01,500,5,6843.1,UPI,Delivered
4863,561,2024-12-18,402,2,1465.44,Net Banking,Delivered
4864,888,2024-11-26,486,4,3642.04,Debit Card,Delivered
4865,241,2024-01-24,300,1,430.0,Credit Card,Delivered
4866,297,2023-12-24,152,2,1080.3,Credit Card,Delivered
4867,1392,2025-03-10,231,5,2080.95,Credit Card,Delivered
4868,2409,2025-07-15,292,5,2156.8,Debit Card,Returned
4869,430,2023-08-12,354,2,1159.12,Net Banking,Delivered
4870,1996,2025-04-11,31,3,3669.45,UPI,Delivered
4871,99,2023-11-15,472,2,2045.04,UPI,Delivered
4872,396,2024-06-14,435,4,756.44,UPI,Returned
4873,2360,2025-05-13,271,5,5929.7,Net Banking,Delivered
4874,1119,2024-11-24,296,4,1189.48,Credit Card,Delivered
4875,2020,2024-04-16,291,5,3491.25,Debit Card,Delivered
4876,65,2025-07-14,28,1,505.22,Debit Card,Delivered
4877,2537,2025-02-21,15,2,886.54,Net Banking,Delivered
4878,1719,2023-08-12,376,4,990.56,Credit Card,Delivered
4879,2928,2024-10-09,376,5,1238.2,Credit Card,Delivered
4880,676,2025-02-03,69,5,4379.65,Credit Card,Delivered
4881,2309,2024-12-03,264,3,3210.72,UPI,Returned
4882,2537,2024-10-17,87,3,1047.81,Debit Card,Delivered
4883,1395,2024-05-14,36,1,1054.53,Credit Card,Delivered
4884,104,2025-01-20,424,5,2106.4,Debit Card,Delivered
4885,1444,2025-04-17,392,3,3165.96,UPI,Delivered
4886,2159,2023-12-13,121,2,2071.72,UPI,Delivered
4887,1262,2023-10-19,440,3,1062.39,Debit Card,Delivered
4888,881,2024-09-26,30,3,2682.63,UPI,Delivered
4889,2256,2025-06-11,408,5,6842.4,Credit Card,Delivered
4890,2667,2023-12-14,498,5,5182.45,Debit Card,Delivered
4891,933,2024-06-07,461,1,917.48,Debit Card,Delivered
4892,1545,2024-05-08,322,1,1146.86,Debit Card,Delivered
4893,2190,2024-07-06,477,4,3824.36,Credit Card,Delivered
4894,909,2024-07-12,229,3,1033.05,Debit Card,Delivered
4895,2836,2023-10-24,34,2,642.5,Credit Card,Delivered
4896,834,2024-10-28,45,5,2402.3,Debit Card,Delivered
4897,1553,2025-02-19,297,1,1225.44,Debit Card,Delivered
4898,1472,2024-05-09,168,5,2113.0,Net Banking,Delivered
4899,681,2024-06-07,449,3,1621.26,Net Banking,Delivered
4900,516,2024-06-06,464,2,1282.08,UPI,Delivered
4901,2889,2024-06-23,437,1,1136.93,Net Banking,Delivered
4902,956,2023-09-19,267,2,1000.56,Debit Card,Delivered
4903,2089,2023-07-22,398,5,6028.85,Net Banking,Delivered
4904,397,2023-11-06,361,4,2555.04,UPI,Delivered
4905,130,2024-03-20,262,2,642.38,Credit Card,Delivered
4906,2293,2025-02-19,497,3,2397.27,Credit Card,Delivered
4907,1890,2024-05-22,264,5,5351.2,Debit Card,Delivered
4908,348,2025-06-30,355,1,1124.52,Credit Card,Delivered
4909,258,2024-01-23,104,2,2384.22,Net Banking,Delivered
4910,727,2024-02-21,384,4,1135.52,UPI,Delivered
4911,1590,2023-12-03,49,5,973.1,Net Banking,Delivered
4912,2499,2025-04-11,212,1,960.68,UPI,Delivered
4913,2982,2025-07-05,23,2,2774.06,Net Banking,Delivered
4914,1110,2023-08-14,416,1,1002.68,Debit Card,Delivered
4915,452,2023-11-02,137,4,3708.2,Credit Card,Delivered
4916,2688,2025-03-28,102,4,1373.48,Debit Card,Returned
4917,935,2025-05-10,258,1,612.33,Credit Card,Delivered
4918,2597,2025-05-02,164,3,2240.19,Credit Card,Delivered
4919,1845,2023-10-28,482,4,1849.84,Debit Card,Returned
4920,1480,2023-11-01,340,3,2532.72,Net Banking,Delivered
4921,1163,2024-12-30,458,2,2213.46,Debit Card,Returned
4922,1647,2025-01-13,135,3,2929.62,Credit Card,Delivered
4923,2894,2024-01-08,45,3,1441.38,UPI,Returned
4924,951,2024-02-14,491,1,1187.44,Net Banking,Delivered
4925,2399,2024-11-08,484,1,743.55,Net Banking,Delivered
4926,2821,2024-10-20,349,3,3289.56,Debit Card,Delivered
4927,2012,2024-09-15,7,3,828.75,Debit Card,Delivered
4928,1055,2023-08-20,285,3,456.81,Debit Card,Delivered
4929,821,2023-09-15,411,5,5772.7,Debit Card,Delivered
4930,43,2025-06-18,73,2,1982.58,Net Banking,Delivered
4931,500,2023-12-30,178,4,1469.64,Credit Card,Delivered
4932,969,2025-02-03,221,4,3728.16,Debit Card,Delivered
4933,72,2024-06-24,155,4,3186.4,Net Banking,Returned
4934,595,2024-06-13,173,5,5236.55,Debit Card,Delivered
4935,279,2024-09-23,4,5,4383.0,Credit Card,Delivered
4936,1548,2024-01-08,258,1,612.33,Debit Card,Delivered
4937,1239,2025-06-12,233,3,523.17,Net Banking,Delivered
4938,2617,2024-06-11,414,5,5328.7,Debit Card,Delivered
4939,469,2024-08-03,327,3,3438.63,UPI,Delivered
4940,1139,2024-04-24,426,3,1700.43,Debit Card,Delivered
4941,1547,2024-11-11,280,1,1243.52,Debit Card,Delivered
4942,323,2025-02-15,156,1,201.62,UPI,Delivered
4943,483,2023-08-02,183,1,1129.86,UPI,Delivered
4944,312,2023-10-01,392,4,4221.28,Net Banking,Delivered
4945,2276,2024-07-23,114,5,6551.3,Net Banking,Delivered
4946,2633,2025-05-22,259,5,5907.15,Debit Card,Delivered
4947,340,2024-07-06,390,2,2176.16,UPI,Delivered
4948,1349,2024-11-09,229,4,1377.4,Credit Card,Delivered
4949,1594,2023-09-15,426,2,1133.62,Net Banking,Delivered
4950,335,2024-03-31,136,1,854.36,Debit Card,Delivered
4951,577,2023-11-14,91,1,434.6,Debit Card,Delivered
4952,1,2024-11-25,231,5,2080.95,UPI,Delivered
4953,552,2024-03-13,322,3,3440.58,Debit Card,Delivered
4954,2154,2024-02-20,280,4,4974.08,UPI,Delivered
4955,2857,2025-04-13,96,2,394.12,UPI,Delivered
4956,267,2024-05-29,281,5,3192.7,Net Banking,Delivered
4957,845,2023-10-22,116,2,2212.66,UPI,Delivered
4958,2947,2024-02-19,136,5,4271.8,Debit Card,Delivered
4959,101,2024-03-05,413,5,2274.55,Credit Card,Delivered
4960,466,2023-08-10,194,5,2162.05,UPI,Delivered
4961,1587,2024-11-11,217,2,421.92,Debit Card,Delivered
4962,2153,2023-11-25,464,1,641.04,Debit Card,Delivered
4963,2529,2024-01-01,405,2,634.46,UPI,Delivered
4964,2871,2024-01-27,60,3,854.34,Debit Card,Returned
4965,1806,2025-03-15,410,3,958.5,UPI,Delivered
4966,2348,2025-05-17,181,1,565.76,Debit Card,Delivered
4967,671,2024-04-18,300,5,2150.0,Debit Card,Delivered
4968,1106,2023-09-07,499,5,2018.15,UPI,Delivered
4969,1504,2024-07-10,481,3,1622.64,Net Banking,Delivered
4970,1071,2024-03-13,51,5,4206.7,Debit Card,Delivered
4971,2330,2025-05-12,343,2,2613.2,Credit Card,Delivered
4972,2139,2024-05-23,158,5,2027.1,UPI,Delivered
4973,1907,2025-06-25,473,1,638.86,UPI,Delivered
4974,2943,2024-04-26,217,5,1054.8,UPI,Delivered
4975,2716,2024-06-22,296,5,1486.85,UPI,Delivered
4976,2771,2025-06-04,74,1,749.21,UPI,Delivered
4977,2037,2024-03-15,451,3,2344.62,UPI,Delivered
4978,2546,2023-11-06,103,5,5255.2,UPI,Delivered
4979,1718,2025-05-25,61,3,3441.51,Credit Card,Delivered
4980,1760,2025-04-09,423,3,1155.9,Debit Card,Delivered
4981,1498,2024-05-08,70,2,1201.16,Debit Card,Delivered
4982,1930,2025-04-12,375,1,542.83,Debit Card,Delivered
4983,181,2023-08-30,401,1,321.05,Net Banking,Delivered
4984,2279,2023-10-14,235,1,921.98,UPI,Delivered
4985,584,2024-09-19,72,2,856.22,Debit Card,Delivered
4986,1727,2024-05-14,81,5,5821.0,Net Banking,Delivered
4987,1440,2024-01-28,115,2,2299.24,Net Banking,Delivered
4988,1532,2024-08-04,302,4,2322.0,UPI,Returned
4989,1058,2025-02-23,18,3,3929.1,Net Banking,Delivered
4990,1831,2023-10-28,389,4,1761.16,Debit Card,Returned
4991,2385,2024-05-10,18,1,1309.7,Debit Card,Delivered
4992,1089,2024-01-06,377,4,1172.2,Net Banking,Delivered
4993,61,2023-09-10,16,1,904.2,Debit Card,Delivered
4994,2272,2024-10-03,393,5,3056.0,UPI,Delivered
4995,1154,2024-10-17,131,2,2522.66,UPI,Delivered
4996,681,2025-03-19,26,4,1554.48,Credit Card,Returned
4997,2291,2025-02-22,467,5,3534.5,UPI,Delivered
4998,256,2024-04-23,54,5,4012.1,Credit Card,Returned
4999,2781,2025-02-10,473,4,2555.44,Credit Card,Delivered
5000,2257,2025-06-22,87,1,349.27,Net Banking,Delivered
5001,2643,2024-12-01,434,3,2494.77,Debit Card,Delivered
5002,2433,2024-05-12,454,5,2617.8,Debit Card,Delivered
5003,1930,2025-06-14,481,4,2163.52,Debit Card,Delivered
5004,1486,2024-11-07,172,5,2077.05,Net Banking,Delivered
5005,2857,2024-11-24,161,4,994.2,Debit Card,Delivered
5006,2107,2024-04-06,238,4,1570.68,UPI,Delivered
5007,953,2024-04-22,240,5,6786.3,Net Banking,Delivered
5008,1839,2024-10-15,289,4,4839.72,Debit Card,Returned
5009,621,2025-02-28,356,1,1314.89,UPI,Delivered
5010,1215,2023-11-20,303,3,900.78,UPI,Delivered
5011,2931,2024-11-28,92,4,1934.8,Net Banking,Delivered
5012,1045,2023-12-09,48,3,2528.34,Net Banking,Delivered
5013,282,2024-08-01,368,1,721.11,UPI,Delivered
5014,366,2025-01-03,79,1,239.57,Net Banking,Delivered
5015,1160,2024-06-25,339,1,180.13,UPI,Delivered
5016,2935,2024-05-07,482,5,2312.3,Credit Card,Delivered
5017,2206,2025-05-11,264,5,5351.2,Debit Card,Delivered
5018,2280,2025-06-04,103,4,4204.16,UPI,Delivered
5019,381,2024-02-10,40,2,647.64,Net Banking,Delivered
5020,2231,2025-04-11,475,2,1136.38,Net Banking,Returned
5021,146,2023-09-30,80,1,1236.52,UPI,Delivered
5022,870,2024-03-08,11,3,1790.55,UPI,Returned
5023,1918,2024-11-04,36,5,5272.65,Net Banking,Delivered
5024,915,2023-08-24,83,4,3329.48,Net Banking,Delivered
5025,2119,2023-08-10,330,3,2556.69,Net Banking,Delivered
5026,362,2024-01-05,218,3,3484.17,UPI,Delivered
5027,1405,2025-07-10,27,3,2381.97,Net Banking,Delivered
5028,1721,2025-05-17,89,4,4432.68,Debit Card,Returned
5029,1213,2025-03-27,138,3,3190.86,UPI,Delivered
5030,2125,2025-07-03,337,3,1029.66,Debit Card,Delivered
5031,495,2025-04-13,275,5,1780.0,Debit Card,Delivered
5032,1031,2024-09-18,167,3,2088.45,Debit Card,Returned
5033,1675,2024-03-28,96,1,197.06,Debit Card,Delivered
5034,864,2023-07-22,459,4,2035.84,UPI,Returned
5035,2182,2023-12-06,309,1,323.24,Net Banking,Delivered
5036,1705,2025-02-17,381,2,1681.84,Net Banking,Returned
5037,1108,2025-04-03,161,2,497.1,Debit Card,Delivered
5038,2901,2024-04-05,18,4,5238.8,Credit Card,Delivered
5039,2352,2024-04-12,263,1,393.77,Debit Card,Delivered
5040,2290,2023-09-08,209,1,846.13,Net Banking,Delivered
5041,1373,2025-02-05,61,3,3441.51,Net Banking,Delivered
5042,1843,2025-01-31,391,1,1363.26,Credit Card,Delivered
5043,2141,2023-12-29,70,2,1201.16,UPI,Delivered
5044,2598,2025-04-27,348,2,509.02,Debit Card,Delivered
5045,2051,2025-07-17,322,4,4587.44,Net Banking,Delivered
5046,10,2025-03-19,341,5,6018.6,Credit Card,Delivered
5047,2756,2024-02-16,388,1,1025.73,Net Banking,Delivered
5048,1089,2025-03-17,6,1,349.83,Net Banking,Delivered
5049,993,2024-03-01,468,4,2264.08,UPI,Delivered
5050,2682,2025-07-08,198,3,1150.29,Net Banking,Delivered
5051,1163,2025-01-01,159,3,2101.35,Credit Card,Delivered
5052,1742,2024-02-04,301,5,3873.5,Credit Card,Returned
5053,1255,2025-05-30,255,3,1326.45,UPI,Delivered
5054,35,2024-09-19,276,2,2792.86,Credit Card,Returned
5055,1460,2024-05-26,222,4,4318.84,Debit Card,Delivered
5056,106,2024-07-28,411,2,2309.08,Credit Card,Delivered
5057,1895,2023-11-07,88,4,803.0,UPI,Delivered
5058,675,2023-12-08,263,5,1968.85,Debit Card,Delivered
5059,152,2024-09-07,72,5,2140.55,UPI,Delivered
5060,499,2025-06-27,348,3,763.53,UPI,Delivered
5061,2029,2024-09-09,329,1,547.51,UPI,Delivered
5062,457,2024-01-14,389,3,1320.87,UPI,Delivered
5063,1847,2024-10-07,229,4,1377.4,Net Banking,Delivered
5064,1688,2023-07-21,97,5,3579.35,Net Banking,Delivered
5065,2542,2024-03-10,460,5,4597.4,UPI,Delivered
5066,316,2024-07-19,79,1,239.57,Credit Card,Delivered
5067,1714,2025-02-26,195,5,4889.9,Debit Card,Delivered
5068,108,2024-01-24,134,1,372.92,Credit Card,Delivered
5069,678,2024-01-18,62,5,4479.1,Credit Card,Delivered
5070,1447,2023-09-10,168,2,845.2,Debit Card,Delivered
5071,2814,2024-02-02,222,4,4318.84,Net Banking,Delivered
5072,1939,2025-07-08,61,2,2294.34,UPI,Delivered
5073,2346,2024-04-26,371,4,744.0,Debit Card,Delivered
5074,1486,2024-02-20,484,5,3717.75,Net Banking,Delivered
5075,391,2024-05-09,36,4,4218.12,Debit Card,Delivered
5076,1719,2025-02-07,255,3,1326.45,UPI,Returned
5077,2207,2025-02-13,283,5,5782.4,Debit Card,Delivered
5078,1045,2025-01-11,226,5,2830.65,UPI,Delivered
5079,2303,2023-09-24,72,4,1712.44,UPI,Delivered
5080,1961,2024-05-06,357,5,1673.8,UPI,Delivered
5081,661,2025-01-04,1,1,760.46,UPI,Delivered
5082,1560,2024-07-29,250,2,763.08,Net Banking,Delivered
5083,270,2024-03-04,473,3,1916.58,Credit Card,Delivered
5084,1322,2024-10-13,217,4,843.84,UPI,Delivered
5085,2874,2025-04-25,100,1,1256.92,Debit Card,Delivered
5086,2395,2023-12-21,406,2,2083.74,UPI,Delivered
5087,1836,2023-11-13,60,3,854.34,Net Banking,Delivered
5088,1319,2024-04-23,149,1,760.34,Credit Card,Delivered
5089,2453,2023-10-01,213,2,2328.86,Debit Card,Delivered
5090,630,2023-10-17,224,4,2032.44,Credit Card,Returned
5091,801,2024-02-08,111,2,707.64,Credit Card,Delivered
5092,875,2025-01-12,414,1,1065.74,Debit Card,Delivered
5093,1345,2025-03-19,133,2,1747.16,Debit Card,Delivered
5094,1331,2024-10-19,417,4,2414.16,Debit Card,Delivered
5095,1931,2024-07-10,405,4,1268.92,Debit Card,Delivered
5096,843,2024-09-01,95,1,964.78,Credit Card,Delivered
5097,2806,2024-08-25,69,1,875.93,Net Banking,Delivered
5098,423,2024-07-17,301,1,774.7,Credit Card,Delivered
5099,371,2024-10-20,63,3,1766.58,Net Banking,Delivered
5100,110,2025-04-20,417,1,603.54,UPI,Delivered
5101,1029,2024-03-23,366,4,869.92,Net Banking,Returned
5102,136,2024-01-02,272,5,1317.25,Net Banking,Delivered
5103,2078,2023-09-08,188,1,1111.59,UPI,Delivered
5104,1879,2023-11-02,141,5,5493.7,Net Banking,Delivered
5105,573,2025-05-30,219,3,398.82,Debit Card,Delivered
5106,2180,2025-01-05,122,3,3700.74,Net Banking,Delivered
5107,2592,2023-07-27,34,1,321.25,Credit Card,Returned
5108,2382,2024-03-01,500,5,6843.1,Credit Card,Delivered
5109,1892,2023-07-31,466,4,1395.88,UPI,Delivered
5110,2063,2024-10-15,354,3,1738.68,UPI,Delivered
5111,1857,2024-03-27,444,1,186.97,Net Banking,Delivered
5112,288,2024-02-27,281,4,2554.16,UPI,Delivered
5113,142,2024-01-26,60,5,1423.9,Net Banking,Delivered
5114,1741,2024-06-27,327,4,4584.84,Debit Card,Delivered
5115,960,2024-08-08,214,5,1571.45,UPI,Returned
5116,1245,2024-12-07,179,3,1402.65,Net Banking,Returned
5117,665,2024-06-23,477,4,3824.36,UPI,Delivered
5118,439,2024-06-15,214,4,1257.16,Credit Card,Delivered
5119,1670,2023-10-02,167,1,696.15,Debit Card,Delivered
5120,640,2024-08-23,56,4,2705.12,Net Banking,Delivered
5121,13,2023-12-18,477,3,2868.27,Debit Card,Delivered
5122,893,2023-08-30,158,2,810.84,UPI,Delivered
5123,2158,2025-01-13,267,1,500.28,UPI,Delivered
5124,1817,2024-09-03,132,4,1151.56,Credit Card,Delivered
5125,1061,2025-04-05,48,1,842.78,UPI,Delivered
5126,2066,2024-05-06,26,1,388.62,UPI,Delivered
5127,1176,2024-08-13,352,4,1498.12,UPI,Returned
5128,2618,2023-08-30,245,3,1758.42,Debit Card,Delivered
5129,2000,2023-09-05,207,5,682.1,UPI,Delivered
5130,1982,2023-10-06,307,5,1135.5,Debit Card,Returned
5131,1999,2025-02-01,282,5,5460.65,Net Banking,Returned
5132,268,2025-01-12,21,5,2627.0,Debit Card,Delivered
5133,2937,2024-09-09,443,1,944.98,UPI,Delivered
5134,2036,2024-07-28,267,4,2001.12,Net Banking,Delivered
5135,633,2024-01-25,362,4,3307.48,Debit Card,Delivered
